name,track_number,duration_ms,duration,explicit,popularity,external_url,diva_id,diva_name,album_id,album_name,diva_popularity,diva_followers,diva_image_url,album_total_tracks,release_date,release_year,decada,album_image_url,temas_principales,emocion_alegria,emocion_tristeza,emocion_miedo,emocion_ira,emocion_sorpresa,emocion_asco,emocion_principal,resumen,tono_general,energia_emocional,valencia,activacion
Sometimes,3,245066,4:05,FALSE,70,https://open.spotify.com/track/1UI0l2L66HJ9AtoEOlHzv4,26dSoYclwsYLMAKD3tpOr4,Britney Spears,3WNxdumkSMGMJRhEgK80qx,...Baby One More Time,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,16,1999-01-12,1999,Años 1990,https://i.scdn.co/image/ab67616d0000b27336cf58e3e7cf36a145b1da18,"Amor, Miedo, Vulnerabilidad",0.5,0.3,0.7,0,0,0,miedo,"La letra describe el conflicto de una persona que, aunque enamorada, siente miedo y huye de la intimidad. Pide paciencia a su pareja, asegurándole que su verdadero deseo es estar juntos y que solo necesita tiempo para superar su vulnerabilidad.",neutro,media,-0.2,0.5
Soda Pop,4,200466,3:20,FALSE,41,https://open.spotify.com/track/6039GmVngyHmWfOuWOhjCK,26dSoYclwsYLMAKD3tpOr4,Britney Spears,3WNxdumkSMGMJRhEgK80qx,...Baby One More Time,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,16,1999-01-12,1999,Años 1990,https://i.scdn.co/image/ab67616d0000b27336cf58e3e7cf36a145b1da18,"fiesta, energía, urgencia",0.9,0,0,0,0.1,0,alegría,"La letra utiliza la metáfora de abrir un refresco para describir la energía efervescente e imparable de una fiesta. Incita a soltarse, bailar y disfrutar el momento, enfatizando que la diversión no puede ni debe detenerse.",positivo,alta,0.9,0.9
Born to Make You Happy,5,243533,4:04,FALSE,60,https://open.spotify.com/track/4l1MNtoCiTxBwf6yxD7kFd,26dSoYclwsYLMAKD3tpOr4,Britney Spears,3WNxdumkSMGMJRhEgK80qx,...Baby One More Time,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,16,1999-01-12,1999,Años 1990,https://i.scdn.co/image/ab67616d0000b27336cf58e3e7cf36a145b1da18,"amor, arrepentimiento, anhelo",0.1,0.8,0.3,0,0,0,tristeza,"La narradora lamenta una ruptura, expresando su desesperación y la creencia de que su único propósito es hacer feliz a su ex-pareja. Anhela una reconciliación, sintiéndose perdida y consumida por la tristeza y el arrepentimiento por lo que salió mal.",negativo,media,-0.7,-0.3
From the Bottom of My Broken Heart,6,312533,5:13,FALSE,52,https://open.spotify.com/track/70XtWbcVZcpaOddJftMcVi,26dSoYclwsYLMAKD3tpOr4,Britney Spears,3WNxdumkSMGMJRhEgK80qx,...Baby One More Time,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,16,1999-01-12,1999,Años 1990,https://i.scdn.co/image/ab67616d0000b27336cf58e3e7cf36a145b1da18,"desamor, primer amor, nostalgia",0.2,0.9,0.1,0.1,0.1,0,tristeza,"La narradora se dirige a su primer amor desde su 'corazón roto'. Expresa una profunda tristeza y nostalgia por la relación terminada, recordando los momentos felices y reconociendo que fue su único amor verdadero hasta ese momento, a pesar de la posibilidad de encontrar a alguien nuevo.",negativo,alta,-0.8,-0.5
I Will Be There,7,233600,3:54,FALSE,42,https://open.spotify.com/track/2I320CTP7hYFTtiFo1H6CD,26dSoYclwsYLMAKD3tpOr4,Britney Spears,3WNxdumkSMGMJRhEgK80qx,...Baby One More Time,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,16,1999-01-12,1999,Años 1990,https://i.scdn.co/image/ab67616d0000b27336cf58e3e7cf36a145b1da18,"apoyo, confianza, amor",0.8,0.2,0,0,0,0,alegría,"La cantante ofrece apoyo incondicional y consuelo a una persona que ha sufrido. Promete estar siempre presente, pidiendo a cambio confianza y una oportunidad para demostrar su amor y arreglar la situación.",positivo,alta,0.8,0.7
I Will Still Love You (with Don Philip),8,243826,4:04,FALSE,37,https://open.spotify.com/track/17HyUnJvY9J2l4fFzy9mPW,26dSoYclwsYLMAKD3tpOr4,Britney Spears,3WNxdumkSMGMJRhEgK80qx,...Baby One More Time,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,16,1999-01-12,1999,Años 1990,https://i.scdn.co/image/ab67616d0000b27336cf58e3e7cf36a145b1da18,"amor eterno, promesa, devoción",0.9,0.1,0,0,0,0,alegría,"Una balada romántica sobre un amor incondicional y eterno. Los cantantes prometen amarse a pesar de la distancia, el tiempo o las dificultades, reafirmando su devoción y compromiso inquebrantable incluso si las estrellas caen o los sueños se desvanecen.",positivo,alta,0.9,0.6
Deep In My Heart,9,215933,3:36,FALSE,38,https://open.spotify.com/track/3lpRz2Zp0mPKKgXfoLNt42,26dSoYclwsYLMAKD3tpOr4,Britney Spears,3WNxdumkSMGMJRhEgK80qx,...Baby One More Time,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,16,1999-01-12,1999,Años 1990,https://i.scdn.co/image/ab67616d0000b27336cf58e3e7cf36a145b1da18,"Apoyo, Confianza, Promesa",0.8,0.2,0,0,0,0,alegría,"La letra es una promesa incondicional de apoyo y consuelo a alguien que atraviesa un momento difícil. La cantante ofrece su amistad, confianza y presencia constante para ayudar a la otra persona a superar su tristeza y sentirse segura.",positivo,media,0.8,0.4
Thinkin' About You,10,214706,3:35,FALSE,36,https://open.spotify.com/track/4z4snWdgrJ8hbKFR0Bq2TU,26dSoYclwsYLMAKD3tpOr4,Britney Spears,3WNxdumkSMGMJRhEgK80qx,...Baby One More Time,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,16,1999-01-12,1999,Años 1990,https://i.scdn.co/image/ab67616d0000b27336cf58e3e7cf36a145b1da18,"Amor, Infatuación, Obsesión",0.9,0.1,0,0,0.1,0,alegría,"La letra describe una infatuación total, donde la protagonista dedica todos sus pensamientos y tiempo a una persona. A pesar de las advertencias de sus amigos, se siente feliz y completamente absorta en sus sentimientos, sintiendo que el tiempo con su amor nunca es suficiente.",positivo,alta,0.8,0.7
E-Mail My Heart,11,223066,3:43,FALSE,37,https://open.spotify.com/track/5FieJVbVreVaZdgoQiw9Yh,26dSoYclwsYLMAKD3tpOr4,Britney Spears,3WNxdumkSMGMJRhEgK80qx,...Baby One More Time,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,16,1999-01-12,1999,Años 1990,https://i.scdn.co/image/ab67616d0000b27336cf58e3e7cf36a145b1da18,"arrepentimiento, anhelo, tecnología",0.1,0.8,0.4,0,0,0,tristeza,"La narradora, arrepentida por un error, espera desesperadamente una respuesta por correo electrónico de su amado. Le ruega perdón y una confirmación de que su amor sigue vivo, aferrándose a la esperanza de la reconciliación a través de la comunicación digital.",negativo,media,-0.7,0.4
The Beat Goes On,12,223200,3:43,FALSE,37,https://open.spotify.com/track/4l3zi35EzEv8L7xLZ9jEcJ,26dSoYclwsYLMAKD3tpOr4,Britney Spears,3WNxdumkSMGMJRhEgK80qx,...Baby One More Time,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,16,1999-01-12,1999,Años 1990,https://i.scdn.co/image/ab67616d0000b27336cf58e3e7cf36a145b1da18,"continuidad, música, juventud",0.8,0,0,0,0.1,0,alegría,"La letra describe el ritmo incesante de la vida y la música. A pesar de los cambios, la juventud sigue buscando nuevas canciones, bailar y vivir el amor, simbolizando la continuidad y la energía de cada nueva generación.",positivo,alta,0.8,0.9
I'll Never Stop Loving You,13,221626,3:42,FALSE,37,https://open.spotify.com/track/53cB5yfTFpMfaw7oBcAi2c,26dSoYclwsYLMAKD3tpOr4,Britney Spears,3WNxdumkSMGMJRhEgK80qx,...Baby One More Time,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,16,1999-01-12,1999,Años 1990,https://i.scdn.co/image/ab67616d0000b27336cf58e3e7cf36a145b1da18,"amor, eternidad, devoción",0.9,0,0,0,0,0,alegría,"La letra expresa una promesa de amor eterno e incondicional. La cantante declara su devoción, asegurando que sus sentimientos perdurarán para siempre, desafiando la idea de que nada es para siempre y jurando que nunca dejará de amar a su pareja.",positivo,alta,0.9,0.6
Autumn Goodbye,14,221040,3:41,FALSE,37,https://open.spotify.com/track/1TsyCE4jMDwesDsEBn3dIG,26dSoYclwsYLMAKD3tpOr4,Britney Spears,3WNxdumkSMGMJRhEgK80qx,...Baby One More Time,80,17743629,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e,16,1999-01-12,1999,Años 1990,https://i.scdn.co/image/ab67616d0000b27336cf58e3e7cf36a145b1da18,"despedida, amor de verano, nostalgia",0.6,0.8,0,0,0,0,tristeza,"La letra narra el final de un romance de verano. A pesar de la tristeza de la despedida en otoño, los recuerdos felices de ese amor perduran, brindando calidez y una sensación agridulce de nostalgia con una pizca de esperanza para el futuro.",neutro,alta,-0.2,0.5
Ya Llegué,1,183009,3:03,FALSE,29,https://open.spotify.com/track/3D3Wcdtl05GD15NvwmyeQK,1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,1yzGdDRVUtPRGWATYs7J35,AGUILERA,76,9242265,https://i.scdn.co/image/ab6761610000e5eb1fb7a2d94b56df1f8a61d779,14,2022-09-27,2022,Años 2020,https://i.scdn.co/image/ab67616d0000b273e141d09c251ab509c93a24dd,"Deseo, Seducción, Confianza",0.8,0,0,0,0.1,0,alegría,"La letra describe a una mujer que llega con confianza para satisfacer el deseo de alguien que la esperaba. Se presenta como la cura perfecta y seductora, consciente de su poder de atracción y lista para provocar una reacción intensa en la otra persona.",positivo,alta,0.8,0.7
Pa Mis Muchachas (feat. NATHY PELUSO),2,216737,3:37,FALSE,40,https://open.spotify.com/track/78RtgeXImxVCNZ1MfTTEer,1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,1yzGdDRVUtPRGWATYs7J35,AGUILERA,76,9242265,https://i.scdn.co/image/ab6761610000e5eb1fb7a2d94b56df1f8a61d779,14,2022-09-27,2022,Años 2020,https://i.scdn.co/image/ab67616d0000b273e141d09c251ab509c93a24dd,"empoderamiento femenino, independencia, sororidad",0.8,0.1,0,0.4,0,0.1,alegría,"Un himno de empoderamiento que celebra la fuerza, independencia y sororidad femenina. La letra es una dedicatoria a las mujeres autosuficientes que viven sin miedo y se apoyan mutuamente, superando adversidades con orgullo y unión.",positivo,alta,0.7,0.8
Somos Nada,3,181838,3:02,FALSE,31,https://open.spotify.com/track/0lbRmyhpAOybW1Qs7mpgcH,1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,1yzGdDRVUtPRGWATYs7J35,AGUILERA,76,9242265,https://i.scdn.co/image/ab6761610000e5eb1fb7a2d94b56df1f8a61d779,14,2022-09-27,2022,Años 2020,https://i.scdn.co/image/ab67616d0000b273e141d09c251ab509c93a24dd,"Dualidad, Resiliencia, Vulnerabilidad",0.3,0.7,0.5,0,0,0,tristeza,"La letra explora la dualidad humana, la vulnerabilidad y el dolor. A pesar del miedo y la ansiedad, el narrador se enfrenta al vacío con resiliencia y fe, reconociendo la capacidad de encontrar belleza en la adversidad, siendo a la vez 'nada' y 'todo'.",neutro,alta,-0.6,0.7
Santo,4,183414,3:03,FALSE,36,https://open.spotify.com/track/1tW0bQxbjfXteWbsMJgkqP,1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,1yzGdDRVUtPRGWATYs7J35,AGUILERA,76,9242265,https://i.scdn.co/image/ab6761610000e5eb1fb7a2d94b56df1f8a61d779,14,2022-09-27,2022,Años 2020,https://i.scdn.co/image/ab67616d0000b273e141d09c251ab509c93a24dd,"Seducción, Baile, Deseo",0.8,0,0,0,0.2,0,alegría,"La letra describe una atracción intensa y seductora en la pista de baile. Los narradores se entregan al deseo y al 'perreo', pidiendo con ironía ser 'salvados' de la tentación que sienten el uno por el otro, disfrutando del momento y la conexión física.",positivo,alta,0.8,0.9
Como Yo,5,166256,2:46,FALSE,26,https://open.spotify.com/track/5iW4gsFj2TrhQ9ST6KKwJd,1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,1yzGdDRVUtPRGWATYs7J35,AGUILERA,76,9242265,https://i.scdn.co/image/ab6761610000e5eb1fb7a2d94b56df1f8a61d779,14,2022-09-27,2022,Años 2020,https://i.scdn.co/image/ab67616d0000b273e141d09c251ab509c93a24dd,"Empoderamiento, Independencia, Seducción",0.8,0,0,0.1,0,0,alegría,"Una mujer expresa su empoderamiento e independencia. Aunque espera a alguien, deja claro que es única y autosuficiente. La letra es una declaración de autoconfianza, control y seducción, donde su propia valía es lo principal.",positivo,alta,0.8,0.7
La Reina,6,228635,3:49,FALSE,33,https://open.spotify.com/track/4ua0LMy9sxhIqJImWB2wHm,1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,1yzGdDRVUtPRGWATYs7J35,AGUILERA,76,9242265,https://i.scdn.co/image/ab6761610000e5eb1fb7a2d94b56df1f8a61d779,14,2022-09-27,2022,Años 2020,https://i.scdn.co/image/ab67616d0000b273e141d09c251ab509c93a24dd,"empoderamiento, desamor, superación",0.6,0.4,0,0.8,0,0.2,ira,"Una mujer reafirma su valor y poder tras una ruptura dolorosa. Aunque su ex siga siendo 'el rey', ella declara que él no es nadie sin ella, 'la reina', y jura no volver a sufrir por un hombre.",negativo,alta,-0.6,0.8
Suéltame,1,173922,2:54,FALSE,37,https://open.spotify.com/track/11dM832bBziKUZvI3tCfW5,1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,1yzGdDRVUtPRGWATYs7J35,AGUILERA,76,9242265,https://i.scdn.co/image/ab6761610000e5eb1fb7a2d94b56df1f8a61d779,14,2022-09-27,2022,Años 2020,https://i.scdn.co/image/ab67616d0000b273e141d09c251ab509c93a24dd,"independencia, deseo, libertad",0.7,0,0,0.2,0,0,alegría,"Una mujer establece las reglas en una relación casual, disfrutando del deseo físico pero exigiendo su libertad. Advierte a su pareja que no se enamore, reafirmando su independencia y control sobre la situación. Es un himno al empoderamiento y la autonomía personal.",positivo,alta,0.8,0.9
Brujería,2,165088,2:45,FALSE,29,https://open.spotify.com/track/7jrytGwEUEfp6Wr5qiWkZ5,1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,1yzGdDRVUtPRGWATYs7J35,AGUILERA,76,9242265,https://i.scdn.co/image/ab6761610000e5eb1fb7a2d94b56df1f8a61d779,14,2022-09-27,2022,Años 2020,https://i.scdn.co/image/ab67616d0000b273e141d09c251ab509c93a24dd,"Deseo, obsesión, atracción",0.5,0.3,0.1,0.1,0.2,0,alegría,"La letra describe una obsesión irresistible hacia una persona perjudicial. Esta atracción, comparada con una 'brujería', provoca un conflicto entre la conciencia del daño ('me dejaste mal') y un deseo adictivo e incontrolable por continuar la relación.",negativo,alta,-0.3,0.8
Traguito,3,191363,3:11,FALSE,27,https://open.spotify.com/track/5sgvH6O3EXIKsLjWyIa7Gs,1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,1yzGdDRVUtPRGWATYs7J35,AGUILERA,76,9242265,https://i.scdn.co/image/ab6761610000e5eb1fb7a2d94b56df1f8a61d779,14,2022-09-27,2022,Años 2020,https://i.scdn.co/image/ab67616d0000b273e141d09c251ab509c93a24dd,"reconciliación, celebración, superación",0.8,0.3,0,0.1,0,0,alegría,"La letra describe una propuesta para salvar una relación en crisis. Se sugiere dejar atrás las peleas y los problemas, y en su lugar, reconectar celebrando con un trago y baile para reavivar la pasión y la felicidad perdida.",positivo,alta,0.7,0.8
Cuando Me Dé la Gana,4,206480,3:26,FALSE,25,https://open.spotify.com/track/1zvtSTLTx66rmGP6yNu1cJ,1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,1yzGdDRVUtPRGWATYs7J35,AGUILERA,76,9242265,https://i.scdn.co/image/ab6761610000e5eb1fb7a2d94b56df1f8a61d779,14,2022-09-27,2022,Años 2020,https://i.scdn.co/image/ab67616d0000b273e141d09c251ab509c93a24dd,"Empoderamiento, Independencia, Ruptura",0.6,0.3,0,0.8,0,0.1,ira,"Una declaración de independencia y control emocional tras una ruptura. La cantante afirma su poder para decidir cuándo dejar de querer y olvidar a su ex, mostrando una actitud desafiante y de autoafirmación frente al dolor de la separación.",positivo,alta,-0.3,0.8
Te Deseo Lo Mejor,5,156931,2:37,FALSE,27,https://open.spotify.com/track/2gQ60QJ3Q2fBuQAtBMUSQh,1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,1yzGdDRVUtPRGWATYs7J35,AGUILERA,76,9242265,https://i.scdn.co/image/ab6761610000e5eb1fb7a2d94b56df1f8a61d779,14,2022-09-27,2022,Años 2020,https://i.scdn.co/image/ab67616d0000b273e141d09c251ab509c93a24dd,"Ruptura, superación, empoderamiento",0.8,0.1,0,0.4,0,0.2,alegría,"La letra expresa empoderamiento y liberación tras una ruptura. La cantante, ahora más feliz, le desea irónicamente 'lo mejor' a su ex para que no regrese, pues ha superado la relación y se siente mejor.",positivo,alta,0.6,0.7
No Es Que Te Extrañe,2,283676,4:44,FALSE,32,https://open.spotify.com/track/2I5RdmTdWtqxqguyv17W0E,1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,1yzGdDRVUtPRGWATYs7J35,AGUILERA,76,9242265,https://i.scdn.co/image/ab6761610000e5eb1fb7a2d94b56df1f8a61d779,14,2022-09-27,2022,Años 2020,https://i.scdn.co/image/ab67616d0000b273e141d09c251ab509c93a24dd,"Pasado, perdón, ausencia",0.1,0.8,0.6,0.2,0,0,tristeza,"La letra explora el dolor y la nostalgia hacia una figura ausente del pasado. A través de una aparente negación del extrañar, la narradora muestra miedo, tristeza y un proceso de entendimiento y perdón, reconociendo que el daño fue un ciclo que afectó a ambos.",negativo,alta,-0.8,0.3
Liberation,1,107373,1:47,FALSE,26,https://open.spotify.com/track/1aSPVl0lMPuo1h1MFD9hwi,1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,7MfUiQkVEDkOSmU83A2C9q,Liberation,76,9242265,https://i.scdn.co/image/ab6761610000e5eb1fb7a2d94b56df1f8a61d779,15,2018-06-15,2018,Años 2010,https://i.scdn.co/image/ab67616d0000b2730175a20a3689f9c8bdd35151,"Búsqueda, introspección, memoria",0,0.6,0.3,0,0.1,0,tristeza,"Breve interludio que establece un tono introspectivo. A través de preguntas retóricas, evoca una búsqueda de algo o alguien perdido, posiblemente un yo pasado, y la necesidad de recordar.",negativo,baja,-0.5,-0.7
Maria,3,274760,4:35,FALSE,32,https://open.spotify.com/track/0dmBhUb8BZnd0F8rEhzpTI,1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,7MfUiQkVEDkOSmU83A2C9q,Liberation,76,9242265,https://i.scdn.co/image/ab6761610000e5eb1fb7a2d94b56df1f8a61d779,15,2018-06-15,2018,Años 2010,https://i.scdn.co/image/ab67616d0000b2730175a20a3689f9c8bdd35151,"pérdida de identidad, desesperación, introspección",0,0.9,0.5,0.4,0.2,0.1,tristeza,"La letra es un lamento desesperado de alguien que ha perdido su verdadera identidad, 'Maria'. Expresa un profundo dolor y soledad, cuestionando las decisiones que la llevaron a sentirse vacía y desconectada de sí misma, mientras busca redención y a la persona que solía ser.",negativo,alta,-0.8,0.7
Sick Of Sittin',4,240533,4:01,TRUE,25,https://open.spotify.com/track/7Ec5VCqrysMwRe9tFH61jK,1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,7MfUiQkVEDkOSmU83A2C9q,Liberation,76,9242265,https://i.scdn.co/image/ab6761610000e5eb1fb7a2d94b56df1f8a61d779,15,2018-06-15,2018,Años 2010,https://i.scdn.co/image/ab67616d0000b2730175a20a3689f9c8bdd35151,"liberación, empoderamiento, hartazgo",0.2,0.1,0,0.8,0,0.4,ira,"Declaración de hartazgo e independencia. La artista expresa su frustración por sentirse controlada y explotada, rompiendo las 'cadenas' que la oprimen. Reclama su libertad y valor, decidida a dejar de ser pasiva y vivir la vida que merece tras tanto esfuerzo.",negativo,alta,-0.7,0.8
Fall In Line (feat. Demi Lovato),6,248544,4:09,FALSE,45,https://open.spotify.com/track/29zBeRiLVnkDEj7tvmLVOU,1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,7MfUiQkVEDkOSmU83A2C9q,Liberation,76,9242265,https://i.scdn.co/image/ab6761610000e5eb1fb7a2d94b56df1f8a61d779,15,2018-06-15,2018,Años 2010,https://i.scdn.co/image/ab67616d0000b2730175a20a3689f9c8bdd35151,"empoderamiento, rebeldía, feminismo",0.1,0.3,0.2,0.8,0,0.6,ira,"Un himno feminista que alienta a las mujeres a rechazar las presiones sociales, abrazar su fuerza y alzar la voz. Es una declaración de independencia contra la cosificación y la expectativa de conformarse, incluso frente a la hostilidad.",negativo,alta,-0.7,0.8
Right Moves (feat. Keida & Shenseea),7,228040,3:48,FALSE,28,https://open.spotify.com/track/10EdIGnkizaN7v1uYljTd7,1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,7MfUiQkVEDkOSmU83A2C9q,Liberation,76,9242265,https://i.scdn.co/image/ab6761610000e5eb1fb7a2d94b56df1f8a61d779,15,2018-06-15,2018,Años 2010,https://i.scdn.co/image/ab67616d0000b2730175a20a3689f9c8bdd35151,"Deseo, Seducción, Pasión",0.9,0,0,0,0.1,0,alegría,"La letra describe un encuentro físico intenso y apasionado. La narradora celebra los 'movimientos correctos' de su pareja, que le provocan un placer y una excitación abrumadores, convirtiendo sus fantasías en realidad.",positivo,alta,0.9,0.8
Like I Do (feat. GoldLink),8,289346,4:49,TRUE,32,https://open.spotify.com/track/7hYUoA7Z4mtlDwXyq3s1Gz,1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,7MfUiQkVEDkOSmU83A2C9q,Liberation,76,9242265,https://i.scdn.co/image/ab6761610000e5eb1fb7a2d94b56df1f8a61d779,15,2018-06-15,2018,Años 2010,https://i.scdn.co/image/ab67616d0000b2730175a20a3689f9c8bdd35151,"Seducción, Confianza, Poder",0.5,0,0,0.1,0,0,alegría,"Un diálogo de seducción donde una mujer segura y con experiencia desafía a un hombre. Ella afirma su superioridad y control en el juego del coqueteo, desestimando sus alardes y afirmando que nadie puede hacerlo como ella.",positivo,media,0.7,0.4
